Node ID,Recommended nodes
63,[34 35 100 70 77 13 14 16 82 22 87 58 27 61 95]
64,[1 34 36 13 14 15 18 19 20 21 23 26 27 30 31]
65,[1 2 66 34 71 75 80 50 20 53 86 56 91 62 31]
66,[35 69 41 9 10 78 50 20 85 88 26 91 62 94 63]
67,[3 68 5 70 71 9 10 14 17 21 26 90 28 60 62]
68,[1 3 4 5 7 9 12 14 15 17 18 19 20 22 25]
69,[65 97 33 6 44 14 47 15 87 91 59 28 29 30 94]
70,[32 33 97 72 42 45 79 49 81 50 20 54 55 58 59]
71,[1 2 3 4 5 6 7 9 11 12 13 17 19 20 22]
72,[2 3 4 6 7 8 13 17 18 19 20 21 22 24 25]
73,[65 35 4 69 38 8 10 13 77 78 47 19 87 62 94]
74,[38 39 40 41 43 13 14 16 20 21 25 26 28 29 31]
75,[65 4 7 76 49 81 18 85 54 57 60 92 93 29 94]
76,[1 2 4 5 9 11 12 18 19 20 21 22 23 24 25]
77,[1 33 3 35 4 5 37 6 9 12 13 14 15 17 31]
78,[32 33 70 6 72 75 14 81 49 53 54 88 25 58 61]
79,[1 36 4 37 6 41 75 49 20 87 55 24 89 92 30]
80,[35 41 45 79 49 81 18 87 23 24 56 57 58 29 94]
81,[64 97 2 36 37 38 41 10 74 12 48 49 58 61 30]
82,[1 2 3 4 5 6 7 10 11 12 14 15 16 18 20]
83,[96 64 97 2 99 5 73 11 46 17 22 55 24 59 28]
84,[69 5 8 74 12 77 14 80 49 52 21 23 92 28 30]
85,[1 2 3 5 6 8 9 10 11 14 16 17 18 19 20]
86,[32 64 69 70 73 74 43 76 45 77 52 21 55 25 26]
87,[64 68 5 38 74 76 47 49 81 25 58 59 28 94 95]
88,[4 5 6 7 39 8 40 9 10 11 43 44 13 15 18]
89,[97 98 2 6 70 7 41 16 84 20 21 53 87 94 63]
90,[64 32 98 35 67 42 12 44 77 20 54 87 60 93 95]
91,[33 34 2 35 3 5 39 9 10 51 53 21 88 57 94]
92,[97 35 68 8 76 78 16 51 84 52 25 58 59 30 63]
93,[33 3 4 6 14 15 18 19 20 22 23 24 28 30 31]
94,[32 96 98 37 6 9 42 12 49 24 26 27 29 30 95]
95,[6 7 8 9 12 13 14 15 17 19 21 22 24 25 26]
96,[98 99 4 100 92 93 95]
97,[5 6 7 9 10 12 13 14 15 16 17 18 19 21 22]
98,[32 1 2 3 16 17 19 21 22 23 24 25 26 30 31]
99,[48 65 50 56 57 11 75 60 61 93 62 79]
100,[96 1 2 3 68 6 70 14 15 81 21 87 28 29 94]
