Node ID,Recommended nodes
39,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
40,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
41,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
42,[1 2 3 4 5 6 7 8 9 10 43 23 24 25 26]
43,[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15]
44,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
45,[1 2 3 4 5 8 9 10 43 11 12 13 15 16 17]
46,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 47]
47,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 46]
48,[2 4 5 6 7 8 9 10 43 11 13 14 15 16 17]
49,[1 2 3 4 5 6 7 8 9 10 43 11 12 50 51]
50,[1 2 3 4 5 6 7 8 9 10 43 11 12 49 51]
51,[1 2 3 4 5 7 8 9 10 43 11 12 13 14 49]
52,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
53,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
54,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
55,[2 3 5 6 7 8 9 10 11 12 13 14 15 16 17]
56,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 57]
57,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 56]
58,[1 2 3 4 5 6 7 8 9 10 43 11 12 59 60]
59,[1 2 3 5 6 7 8 9 10 43 12 14 16 17 19]
60,[1 2 3 4 5 6 7 8 9 10 43 11 12 58 59]
61,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 62]
62,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 61]
63,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
64,[1 66 3 6 7 8 9 10 43 12 13 14 15 16 17]
65,[64 1 66 2 3 4 5 6 7 8 9 10 43 11 12]
66,[64 65 1 2 3 4 5 6 7 8 9 10 43 11 12]
67,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
68,[1 3 4 5 7 9 43 12 13 14 15 17 18 19 20]
69,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 17]
70,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
71,[1 2 3 4 5 6 7 9 43 11 12 13 17 19 20]
72,[2 3 4 6 7 8 43 13 17 18 19 20 21 22 24]
73,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
74,[38 39 40 41 43 13 14 16 20 21 25 26 28 29 31]
75,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
76,[1 2 4 5 9 43 11 12 18 19 20 21 22 23 24]
77,[1 33 3 35 4 5 6 9 12 13 78 14 15 17 31]
78,[1 2 3 4 5 6 7 8 9 10 43 11 12 77 79]
79,[1 2 3 4 5 6 7 8 9 10 43 11 12 77 78]
80,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
81,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
82,[1 2 3 4 5 6 7 10 11 12 14 15 16 18 83]
83,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 82]
84,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
85,[1 2 3 5 6 8 9 10 43 11 14 16 17 18 19]
86,[32 64 69 70 73 74 43 76 45 77 52 21 55 25 26]
87,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 86]
88,[4 5 6 7 39 8 40 9 10 43 11 13 15 18 90]
89,[1 2 3 4 5 6 7 8 9 10 43 11 12 88 90]
90,[1 2 3 4 5 6 7 8 9 10 43 11 12 88 89]
91,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 14]
92,[1 2 3 4 5 6 7 8 9 10 43 11 12 13 93]
93,[33 3 4 6 14 15 18 19 20 22 23 24 28 30 31]
94,[32 96 98 37 6 9 42 12 49 24 26 27 29 30 95]
95,[6 7 8 9 43 12 13 14 15 17 19 21 22 24 25]
96,[98 99 4 100 92 93 95]
97,[4 5 6 7 9 10 43 12 13 14 15 16 17 18 19]
98,[1 2 3 43 15 16 17 18 19 21 22 23 24 25 26]
99,[48 65 50 56 57 11 75 60 61 93 62 79]
100,[96 1 2 3 68 6 70 14 15 81 21 87 28 29 94]
